Mot,Commune,Voisin_1,Commune_1,Insertions_1,Suppressions_1,Substitutions_1,Voisin_2,Commune_2,Insertions_2,Suppressions_2,Substitutions_2,Voisin_3,Commune_3,Insertions_3,Suppressions_3,Substitutions_3
lèïdoun,Lacanau,oleïdoun,Labarde,{'o': 1},{},"{('è', 'e'): 1}",oleydoun,Cussac-Fort-Médoc,{'o': 1},{},"{('è', 'e'): 1, ('ï', 'y'): 1}",oleydoun,Lamarque,{'o': 1},{},"{('è', 'e'): 1, ('ï', 'y'): 1}"
oleydoun,Lamarque,oléydoun,Arsac-bis,{},{},"{('e', 'é'): 1}",lèïdoun,Lacanau,{},{'o': 1},"{('e', 'è'): 1, ('y', 'ï'): 1}",,,,,
oleÿdoun,Le Porge,aladonc,Audenge-bis,{},{'ÿ': 1},"{('o', 'a'): 1, ('e', 'a'): 1, ('u', 'n'): 1, ('n', 'c'): 1}",léïdoun,Le Temple,{},{'o': 1},"{('e', 'é'): 1, ('ÿ', 'ï'): 1}",,,,,
léïdoun,Le Temple,oleÿdoun,Le Porge,{'o': 1},{},"{('é', 'e'): 1, ('ï', 'ÿ'): 1}",,,,,,,,,,
oléïdoun,Listrac-Médoc,,,,,,,,,,,,,,,
oleydoun,Margaux,oleidoun,Saint-Médard-en-Jalles,{},{},"{('y', 'i'): 1}",,,,,,,,,,
oleydoun,Moulis-en-Médoc-bis,oleidoun,Saint-Médard-en-Jalles,{},{},"{('y', 'i'): 1}",,,,,,,,,,
oléïdoun,Moulis-en-Médoc,oléïdoun,Bègles,{},{},{},,,,,,,,,,
lèïdoun,Sainte-Hélène,,,,,,,,,,,,,,,
oleydoun,Salaunes,aleydoun,Soussans,{},{},"{('o', 'a'): 1}",aleïdoun,Chartrons,{},{},"{('o', 'a'): 1, ('y', 'ï'): 1}",éndoun,Castillon-la-Bataille-bis,{},"{'e': 1, 'y': 1}","{('o', 'é'): 1, ('l', 'n'): 1}"
leydoun,Saumos,aleidoum,Bernos-Beaulac,{'a': 1},{},"{('y', 'i'): 1, ('n', 'm'): 1}",aleydoun,Soussans,{'a': 1},{},{},oléydoun,Belvès-de-Castillon,{'o': 1},{},"{('e', 'é'): 1}"
aleydoun,Soussans,leydoun,Saumos,{},{'a': 1},{},aleirdoun,Saint-Pey-d'Armens,{'i': 1},{},"{('y', 'r'): 1}",oleydoun,Salaunes,{},{},"{('a', 'o'): 1}"
oléydoun,Belvès-de-Castillon,éndoun,Castillon-la-Bataille-bis,{},"{'o': 1, 'l': 1}","{('y', 'n'): 1}",oléidoun,Gajac,{},{},"{('y', 'i'): 1}",leydoun,Saumos,{},{'o': 1},"{('é', 'e'): 1}"
éndoun,Castillon-la-Bataille-bis,aléïdoun,Le Bouscat,"{'a': 1, 'l': 1}",{},"{('n', 'ï'): 1}",oléydoun,Belvès-de-Castillon,"{'o': 1, 'l': 1}",{},"{('n', 'y'): 1}",oleydoun,Salaunes,"{'o': 1, 'l': 1}",{},"{('é', 'e'): 1, ('n', 'y'): 1}"
olodoun,Castillon-la-Bataille,aléïdoun,Bourg-bis,{'é': 1},{},"{('o', 'a'): 1, ('o', 'ï'): 1}",,,,,,,,,,
oleydoun,Gardegan,,,,,,,,,,,,,,,
leydoun,Saint-Étienne-de-Lisse,aladonc,Audenge-bis,{'a': 1},{'y': 1},"{('e', 'a'): 1, ('u', 'n'): 1, ('n', 'c'): 1}",leydoun,Saint-Genès-de-Castillon,{},{},{},,,,,
leydoun,Saint-Genès-de-Castillon,leydoun,Saint-Étienne-de-Lisse,{},{},{},leydoun,Saint-Laurent-des-Combes,{},{},{},,,,,
leydoun,Saint-Laurent-des-Combes,leydoun,Saint-Genès-de-Castillon,{},{},{},,,,,,,,,,
leydoun,Saint-Magne-de-Castillon,aleirdoun,Saint-Pey-d'Armens,"{'a': 1, 'i': 1}",{},"{('y', 'r'): 1}",oleydoum,Birac,{'o': 1},{},"{('n', 'm'): 1}",,,,,
aleirdoun,Saint-Pey-d'Armens,aleydoun,Soussans,{},{'r': 1},"{('i', 'y'): 1}",leydoun,Saint-Magne-de-Castillon,{},"{'a': 1, 'r': 1}","{('i', 'y'): 1}",aléidoun,Saint-Philippe-d'Aiguille,{},{'r': 1},"{('e', 'é'): 1}"
aléidoun,Saint-Philippe-d'Aiguille,oléïdoun,Sainte-Terre,{},{},"{('a', 'o'): 1, ('i', 'ï'): 1}",aleirdoun,Saint-Pey-d'Armens,{'r': 1},{},"{('é', 'e'): 1}",,,,,
leidoun,Sainte-Colombe,aleïdoun,Chartrons,{'a': 1},{},"{('i', 'ï'): 1}",oléïdoun,Sainte-Terre,{'o': 1},{},"{('e', 'é'): 1, ('i', 'ï'): 1}",,,,,
oléïdoun,Sainte-Terre,leidoun,Sainte-Colombe,{},{'o': 1},"{('é', 'e'): 1, ('ï', 'i'): 1}",aléidoun,Saint-Philippe-d'Aiguille,{},{},"{('o', 'a'): 1, ('ï', 'i'): 1}",oleydoum,Vignonet,{},{},"{('é', 'e'): 1, ('ï', 'y'): 1, ('n', 'm'): 1}"
oleydoum,Vignonet,oléïdoun,Sainte-Terre,{},{},"{('e', 'é'): 1, ('y', 'ï'): 1, ('m', 'n'): 1}",,,,,,,,,,
leïdoun,Saint-Antoine-sur-l'Isle,alleidoun,Le Nizan,"{'a': 1, 'l': 1}",{},"{('ï', 'i'): 1}",leydon,Baurech,{},{'u': 1},"{('ï', 'y'): 1}",,,,,
leydon,Baurech,leïdoun,Saint-Antoine-sur-l'Isle,{'u': 1},{},"{('y', 'ï'): 1}",oleydoun,Gauriac,"{'o': 1, 'u': 1}",{},{},leidounc,Camarsac,"{'u': 1, 'c': 1}",{},"{('y', 'i'): 1}"
